"名字";"国家";"联赛";"声望";"平均年龄";"收支结余";"转会预算";"转会余额";"工资预算";"状态";"TF";"YF";"JC";"球场容量";"平均上座";"评分";"潜力评分";"Unique ID"
"Seattle";"U.S.A.";"MLS";"6,674";"24.5";"62,599,910";"13,084,290";"13,084,290";"181,800";"职业";"18";"18";"13";"68,740";"36,026";"70.9%";"75.9%";"72,014,006"
"Sea Birds";"Eswatini";"Premier League";"1,900";"0.0";"0";"0";"0";"0";"职业";"3";"2";"3";"8,000";"250";"0.0%";"0.0%";"13,129,497"
"SE Patrocinense";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"2";"2";"3";"5,500";"650";"0.0%";"0.0%";"310,901"
"SE Nova Andradina";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"4";"3";"10,000";"900";"0.0%";"0.0%";"309,648"
"SD Yuandong";"China";"Amateur League";"250";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"0";"250";"0.0%";"0.0%";"2,000,290,302"
"SD Wangyue";"China";"Jupiler Pro League";"1,000";"0.0";"0";"0";"0";"0";"职业";"2";"1";"-1";"0";"250";"0.0%";"0.0%";"34,039,005"
"SD LY Scout";"China";"Amateur League";"250";"0.0";"0";"0";"0";"0";"职业";"2";"1";"-1";"0";"250";"0.0%";"0.0%";"2,000,269,046"
"Scunthorpe Utd";"England";"Vanarama North";"3,501";"22.1";"23,770";"0";"0";"0";"职业";"7";"7";"8";"9,187";"3,781";"58.0%";"63.3%";"707"
"SCR Altach";"Austria";"Admiral Bundesliga";"5,800";"27.4";"5,988,790";"0";"0";"0";"职业";"15";"16";"13";"8,500";"4,200";"31.3%";"32.7%";"137,973"
"SCM Zal?u";"Romania";"Liga III Seria 10";"3,600";"21.0";"0";"0";"0";"0";"职业";"1";"5";"4";"3,000";"250";"5.1%";"5.3%";"57,207,780"
"Schalke 04 II";"Germany";"Regional Div. West";"3,900";"23.1";"0";"0";"0";"0";"职业";"15";"8";"1";"2,999";"479";"65.5%";"71.2%";"3,609,393"
"Schalke 04";"Germany";"Bundesliga";"7,559";"25.2";"28,236,580";"14,855,340";"9,547,710";"533,320";"职业";"19";"18";"18";"62,271";"64,426";"74.3%";"77.6%";"920"
"Schaffhausen";"Switzerland";"Challenge League";"4,650";"26.9";"637,360";"0";"0";"0";"职业";"9";"7";"8";"8,200";"1,082";"64.1%";"67.5%";"137,917"
"SCC Mohammedia";"Morocco";"Botola 1";"3,850";"25.0";"123,890";"0";"0";"0";"职业";"8";"8";"7";"15,000";"250";"5.5%";"6.2%";"5,380,019"
"SC Xindahai";"China";"Jupiler Pro League";"1,850";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"6,100";"3,882";"0.0%";"0.0%";"23,292,169"
"SC Villa";"Uganda";"Premier League";"3,100";"0.0";"0";"0";"0";"0";"职业";"6";"6";"6";"40,202";"250";"0.0%";"0.0%";"131,246"
"SC Verl";"Germany";"3. Liga";"4,600";"26.1";"91,510";"0";"0";"0";"职业";"7";"7";"6";"5,207";"1,477";"66.0%";"69.6%";"121,196"
"SC Veendam";"Netherlands";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"6";"6";"4,000";"3,124";"0.0%";"0.0%";"1,045"
"SC Sopron";"Hungary";"Division III - Northwest";"2,750";"0.0";"0";"0";"0";"0";"职业";"7";"7";"6";"4,500";"400";"0.0%";"0.0%";"38,060,116"
"SC Pope?ti Leordeni";"Romania";"Liga III Seria 4";"3,000";"0.0";"0";"0";"0";"0";"职业";"10";"5";"4";"2,000";"150";"0.0%";"0.0%";"57,113,519"
"SC LS Minzu";"China";"Jupiler Pro League";"900";"0.0";"0";"0";"0";"0";"职业";"4";"1";"1";"12,927";"250";"0.0%";"0.0%";"2,000,078,109"
"SC Jiuniu";"China";"First Division";"2,176";"20.1";"2,956,160";"1,536,480";"1,536,480";"12,260";"职业";"4";"3";"3";"30,080";"692";"46.5%";"52.0%";"23,403,819"
"SC Huakun";"China";"Jupiler Pro League";"900";"0.0";"0";"0";"0";"0";"职业";"4";"2";"2";"12,927";"250";"0.0%";"0.0%";"2,000,070,317"
"sc Heerenveen";"Netherlands";"Eredivisie";"5,938";"24.7";"4,474,180";"1,900,190";"887,870";"83,480";"职业";"16";"15";"14";"26,200";"21,030";"71.9%";"75.6%";"1,036"
"SC Goa";"India";"National Football League";"2,400";"0.0";"83,760";"0";"0";"0";"职业";"5";"5";"6";"5,000";"2,445";"0.0%";"0.0%";"5,623,136"
"SC Gagnoa";"Ivory Coast";"Ivorian Ligue 1";"4,000";"23.8";"238,440";"0";"0";"0";"职业";"8";"2";"5";"20,000";"250";"27.3%";"30.1%";"8,632,449"
"SC Freiburg II";"Germany";"Regional Div. Southwest";"4,400";"20.5";"0";"0";"0";"0";"职业";"15";"8";"2";"24,000";"2,616";"65.8%";"71.8%";"876,844"
"SC Freiburg";"Germany";"Bundesliga";"7,312";"25.5";"64,533,210";"33,081,980";"19,039,250";"800,820";"职业";"18";"14";"14";"34,700";"34,102";"77.1%";"80.3%";"944"
"SC Cambuur";"Netherlands";"Keuken Kampioen Divisie";"5,312";"26.2";"1,197,510";"544,920";"323,020";"96,520";"职业";"11";"9";"9";"15,000";"10,858";"68.3%";"72.2%";"994"
"SC Bengaluru";"India";"Second Division";"1,500";"0.0";"0";"0";"0";"0";"职业";"4";"3";"3";"8,400";"250";"0.0%";"0.0%";"2,000,266,114"
"SC Bastia";"France";"Ligue 2 BKT";"5,601";"26.1";"2,467,740";"3,054,640";"2,702,230";"94,530";"职业";"12";"10";"9";"16,078";"10,486";"68.3%";"72.1%";"876"
"SC Austria Lustenau";"Austria";"First Division";"5,700";"25.8";"425,440";"0";"0";"0";"职业";"12";"12";"10";"12,000";"2,534";"23.5%";"24.6%";"106,363"
"SC Annapurna";"China";"Jupiler Pro League";"2,850";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"12,927";"4,183";"0.0%";"0.0%";"23,366,038"
"SC 12 Horas";"Brazil";"Lower Division";"400";"0.0";"0";"0";"0";"0";"职业";"5";"4";"5";"2,100";"200";"0.0%";"0.0%";"19,385,067"
"SBE";"Brazil";"Fourth Division";"4,104";"28.3";"2,681,320";"261,640";"261,640";"13,520";"职业";"5";"6";"7";"13,772";"987";"58.5%";"62.0%";"302,142"
"SBE";"Brazil";"Brasileiro Série B";"4,192";"27.9";"649,350";"101,630";"101,630";"25,760";"职业";"8";"8";"8";"15,759";"700";"68.0%";"71.2%";"2,106,553"
"Sayaxché";"Guatemala";"Segunda División";"2,250";"0.0";"0";"0";"0";"0";"职业";"5";"5";"10";"3,000";"250";"0.0%";"0.0%";"87,009,801"
"Saurcos";"Japan";"Jupiler Pro League";"1,750";"0.0";"0";"0";"0";"0";"职业";"3";"2";"2";"21,053";"546";"0.0%";"0.0%";"788,927"
"Saturn";"Russia";"Second Division B Group 3";"3,021";"26.0";"82,060";"0";"0";"0";"职业";"8";"7";"7";"14,685";"1,207";"58.4%";"62.5%";"130,497"
"Sassuolo";"Italy";"Serie A";"6,671";"23.6";"26,973,230";"12,341,450";"5,418,810";"778,570";"职业";"12";"17";"14";"21,525";"12,974";"77.7%";"81.5%";"3,800,256"
"Sarpsborg";"Norway";"Premier Division";"5,500";"26.7";"13,061,660";"0";"0";"0";"职业";"12";"12";"11";"8,022";"5,052";"18.9%";"19.5%";"53,021,327"
"Sarmiento (Resistencia)";"Argentina";"Federal A";"4,450";"25.1";"0";"0";"0";"0";"职业";"9";"6";"5";"25,000";"3,000";"65.4%";"69.7%";"14,043,913"
"Sarmiento (Junín)";"Argentina";"Primera División";"5,766";"26.0";"90,330";"940,560";"916,470";"104,230";"职业";"11";"9";"10";"22,000";"7,035";"71.4%";"73.9%";"3,101,516"
"Sar?yer";"Türkiye";"2. League White Group";"4,100";"28.0";"1,687,100";"1,225,800";"1,312,300";"6,300";"职业";"6";"6";"8";"4,100";"3,850";"63.9%";"66.3%";"1,301,254"
"Saransk";"Russia";"Jupiler Pro League";"1,700";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"0";"250";"0.0%";"0.0%";"58,135,249"
"Sarajevo";"Bosnia & Herzegovina";"Premier League";"5,749";"28.9";"6,306,020";"0";"0";"0";"职业";"15";"16";"14";"34,630";"4,000";"62.1%";"63.9%";"1,300,153"
"Saquarema";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"2";"3";"7,000";"650";"0.0%";"0.0%";"314,765"
"Sapucaiense";"Brazil";"Lower Division";"800";"0.0";"0";"0";"0";"0";"职业";"4";"2";"5";"2,000";"651";"0.0%";"0.0%";"19,007,279"
"Saprissa";"Costa Rica";"Primera División";"5,491";"25.8";"1,162,940";"0";"0";"0";"职业";"15";"14";"14";"25,000";"10,000";"48.0%";"50.9%";"102,367"
"Sapporo";"Japan";"J1 League";"4,842";"28.1";"7,249,790";"14,889,540";"14,506,410";"170,430";"职业";"14";"12";"13";"38,794";"14,946";"70.5%";"72.2%";"107,285"
"Sapanca Gen?lik";"Türkiye";"3. League Group 2";"2,050";"0.0";"18,420";"0";"0";"0";"职业";"3";"5";"3";"5,000";"150";"0.0%";"0.0%";"450,852"
"S?o-Joseense";"Brazil";"Fourth Division";"1,882";"28.3";"0";"0";"0";"0";"职业";"3";"3";"5";"4,043";"400";"63.6%";"67.5%";"19,300,025"
"S?o-Carlense";"Brazil";"Lower Division";"900";"0.0";"0";"0";"0";"0";"职业";"4";"3";"3";"10,000";"1,500";"0.0%";"0.0%";"301,357"
"S?o Raimundo (RR)";"Brazil";"Fourth Division";"1,685";"22.9";"200,560";"0";"0";"0";"职业";"7";"4";"6";"5,000";"1,000";"53.8%";"59.8%";"309,146"
"S?o Raimundo (PA)";"Brazil";"Lower Division";"1,000";"26.0";"247,230";"20,600";"20,600";"770";"职业";"6";"5";"5";"16,000";"3,950";"9.2%";"9.5%";"308,943"
"S?o Raimundo (AM)";"Brazil";"Lower Division";"1,045";"20.9";"252,490";"23,360";"23,360";"1,370";"职业";"10";"7";"7";"11,000";"2,150";"49.2%";"55.2%";"301,111"
"S?o Paulo Crystal";"Brazil";"Lower Division";"1,188";"0.0";"0";"0";"0";"0";"职业";"4";"5";"6";"1,000";"323";"0.0%";"0.0%";"19,334,181"
"S?o Paulo (RS)";"Brazil";"Lower Division";"1,150";"0.0";"180";"0";"0";"0";"职业";"6";"3";"3";"8,000";"1,000";"0.0%";"0.0%";"308,944"
"S?o Paulo (AP)";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"3";"2";"4";"13,680";"700";"0.0%";"0.0%";"313,257"
"S?o Paulo";"Brazil";"Brasileiro Série A";"7,324";"25.8";"57,487,700";"22,026,880";"22,644,300";"367,820";"职业";"20";"16";"15";"77,011";"43,944";"75.6%";"77.9%";"337"
"S?o Mateus";"Brazil";"Lower Division";"1,343";"21.4";"267,710";"25,990";"25,990";"1,390";"职业";"4";"5";"5";"4,500";"1,000";"44.8%";"49.0%";"310,384"
"S?o Luiz";"Brazil";"Lower Division";"2,433";"27.5";"17,910";"0";"0";"0";"职业";"7";"4";"4";"8,000";"1,200";"63.6%";"67.7%";"301,286"
"S?o Luís (MA)";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"11,429";"250";"0.0%";"0.0%";"2,000,154,433"
"S?o José (TO)";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"5";"4";"3";"8,000";"300";"0.0%";"0.0%";"19,051,820"
"S?o José (SP)";"Brazil";"Lower Division";"2,000";"28.6";"0";"0";"0";"0";"职业";"9";"7";"7";"16,500";"3,000";"60.0%";"63.0%";"301,356"
"S?o José (RJ)";"Brazil";"Lower Division";"350";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"2,000";"200";"0.0%";"0.0%";"19,170,018"
"S?o José (MA)";"Brazil";"Lower Division";"1,298";"21.4";"227,030";"22,360";"22,360";"2,150";"职业";"3";"5";"6";"600";"878";"43.4%";"46.1%";"19,048,344"
"S?o José (AP)";"Brazil";"Jupiler Pro League";"350";"0.0";"0";"0";"0";"0";"职业";"7";"6";"5";"13,680";"1,500";"0.0%";"0.0%";"303,012"
"S?o José";"Brazil";"Fourth Division";"4,341";"29.1";"368,800";"0";"0";"0";"职业";"10";"7";"9";"16,000";"500";"64.6%";"67.5%";"301,284"
"S?o Jo?o da Barra";"Brazil";"Jupiler Pro League";"350";"0.0";"0";"0";"0";"0";"职业";"2";"3";"2";"5,000";"250";"0.0%";"0.0%";"19,142,673"
"S?o Gon?alo EC (RJ)";"Brazil";"Lower Division";"950";"0.0";"0";"0";"0";"0";"职业";"5";"5";"6";"3,000";"200";"0.0%";"0.0%";"19,189,823"
"S?o Gon?alo (RN)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"7";"4";"6";"5,000";"1,250";"0.0%";"0.0%";"309,635"
"S?o Gabriel (RS)";"Brazil";"Lower Division";"1,300";"0.0";"0";"0";"0";"0";"职业";"5";"6";"6";"8,500";"350";"0.0%";"0.0%";"19,224,752"
"S?o Gabriel (MS)";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"3";"3";"4";"3,000";"250";"0.0%";"0.0%";"19,055,047"
"S?o Francisco (RR)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"2";"3";"5,000";"800";"0.0%";"0.0%";"314,695"
"S?o Francisco (PA)";"Brazil";"Lower Division";"953";"24.0";"0";"0";"0";"0";"职业";"4";"2";"2";"16,000";"600";"4.3%";"4.9%";"308,942"
"S?o Francisco (AC)";"Brazil";"Fourth Division";"1,200";"23.8";"0";"0";"0";"0";"职业";"2";"3";"3";"5,000";"240";"27.9%";"29.5%";"19,013,859"
"S?o Domingos (SE)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"3,000";"400";"0.0%";"0.0%";"19,052,148"
"S?o Domingos (AL)";"Brazil";"Jupiler Pro League";"400";"0.0";"0";"0";"0";"0";"职业";"5";"2";"4";"2,000";"700";"0.0%";"0.0%";"313,669"
"S?o Cristóv?o (SE)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"4";"4";"4,000";"310";"0.0%";"0.0%";"19,026,904"
"S?o Cristóv?o (RJ)";"Brazil";"Lower Division";"800";"0.0";"0";"0";"0";"0";"职业";"2";"2";"2";"800";"500";"0.0%";"0.0%";"301,253"
"S?o Carlos";"Brazil";"Lower Division";"650";"0.0";"790";"0";"0";"0";"职业";"4";"2";"2";"10,000";"700";"0.0%";"0.0%";"2,108,186"
"S?o Caetano";"Brazil";"Lower Division";"2,100";"21.0";"13,070";"0";"0";"0";"职业";"9";"7";"8";"16,744";"997";"5.2%";"5.7%";"301,354"
"S?o Borja";"Brazil";"Lower Division";"950";"0.0";"0";"0";"0";"0";"职业";"5";"5";"6";"8,000";"250";"0.0%";"0.0%";"19,354,776"
"S?o Bento (MA)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"2";"2";"5,500";"600";"0.0%";"0.0%";"313,286"
"Sanuki";"Japan";"Nippon Soccer League";"2,850";"26.4";"1,058,710";"225,940";"225,940";"10,370";"职业";"8";"6";"7";"30,099";"1,673";"53.1%";"58.4%";"775,160"
"Santos Laguna Premier";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"2";"1";"500";"400";"0.0%";"0.0%";"51,052,391"
"Santos Laguna B";"Mexico";"Jupiler Pro League";"1,350";"0.0";"0";"0";"0";"0";"职业";"9";"8";"6";"0";"1,300";"0.0%";"0.0%";"51,000,075"
"Santos Laguna";"Mexico";"Liga MX";"6,653";"24.6";"29,454,680";"8,585,680";"13,333,170";"258,890";"职业";"17";"14";"14";"30,000";"11,377";"73.3%";"77.9%";"106,029"
"Santos FC";"Peru";"Copa Peru";"3,500";"0.0";"1,780";"0";"0";"0";"职业";"5";"5";"5";"5,000";"2,000";"0.0%";"0.0%";"77,062,708"
"Santos de Tereré";"Brazil";"Lower Division";"400";"0.0";"0";"0";"0";"0";"职业";"3";"2";"3";"1,500";"800";"0.0%";"0.0%";"314,198"
"Santos CDMX";"Mexico";"Jupiler Pro League";"1,100";"0.0";"0";"0";"0";"0";"职业";"7";"7";"8";"0";"250";"0.0%";"0.0%";"2,000,046,574"
"Santos Athletico";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"2";"3";"3";"1,000";"100";"0.0%";"0.0%";"2,000,152,166"
"Santos (CRC)";"Costa Rica";"Primera División";"4,000";"30.8";"155,550";"0";"0";"0";"职业";"7";"10";"11";"4,500";"2,000";"28.3%";"29.4%";"5,385,107"
"Santos (AP)";"Brazil";"Lower Division";"1,289";"21.2";"91,240";"0";"0";"0";"职业";"7";"4";"6";"13,680";"1,500";"27.3%";"31.3%";"301,107"
"Santos";"Brazil";"Brasileiro Série A";"6,818";"27.0";"26,317,900";"15,126,560";"12,328,940";"338,390";"职业";"16";"12";"14";"16,068";"12,419";"76.4%";"78.9%";"335"
"Santo ?ngelo";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"4";"5";"6";"7,000";"800";"0.0%";"0.0%";"301,282"
"Santo André";"Brazil";"Fourth Division";"3,512";"27.2";"5,810";"0";"0";"0";"职业";"10";"9";"7";"14,185";"950";"65.9%";"68.7%";"301,352"
"Santarritense";"Brazil";"Lower Division";"500";"0.0";"0";"0";"0";"0";"职业";"4";"2";"3";"4,500";"126";"0.0%";"0.0%";"19,023,591"
"Santana (AP)";"Brazil";"Lower Division";"1,083";"22.3";"191,130";"18,740";"18,740";"1,460";"职业";"6";"2";"3";"5,000";"600";"48.4%";"53.5%";"313,514"
"Santamarina";"Argentina";"Second Division";"4,985";"24.1";"1,220,440";"986,510";"986,510";"8,680";"职业";"7";"9";"7";"8,762";"3,051";"65.3%";"70.4%";"14,002,964"
"Santacruzense";"Brazil";"Lower Division";"600";"0.0";"0";"0";"0";"0";"职业";"5";"5";"5";"4,000";"348";"0.0%";"0.0%";"19,006,563"
"Santa Tecla";"El Salvador";"Primera División";"3,250";"30.0";"0";"0";"0";"0";"职业";"7";"13";"13";"3,000";"250";"11.0%";"11.4%";"87,002,787"
"Santa Rosa (PA)";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"2";"2";"2";"5,000";"600";"0.0%";"0.0%";"308,941"
"Santa Rita (AL)";"Brazil";"Jupiler Pro League";"500";"0.0";"0";"0";"0";"0";"职业";"10";"8";"6";"1,200";"1,427";"0.0%";"0.0%";"303,902"
"Santa Quitéria";"Brazil";"Lower Division";"850";"0.0";"0";"0";"0";"0";"职业";"2";"2";"3";"3,000";"381";"0.0%";"0.0%";"19,006,290"
"Santa Maria (DF)";"Brazil";"Lower Division";"907";"28.0";"0";"0";"0";"0";"职业";"4";"3";"3";"20,000";"800";"8.9%";"10.2%";"319,132"
"Santa Lucia (GUA)";"Guatemala";"Primera División";"2,250";"16.0";"0";"0";"0";"0";"职业";"4";"4";"11";"10,000";"500";"5.7%";"7.5%";"5,395,179"
"Santa Inês";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"5";"4";"9,146";"700";"0.0%";"0.0%";"313,284"
"Santa Helena";"Brazil";"Lower Division";"1,150";"0.0";"0";"0";"0";"0";"职业";"2";"2";"2";"5,000";"700";"0.0%";"0.0%";"303,016"
"Santa Fé (PE)";"Brazil";"Lower Division";"600";"0.0";"0";"0";"0";"0";"职业";"3";"4";"4";"500";"100";"0.0%";"0.0%";"2,000,209,201"
"Santa Cruz de Natal";"Brazil";"Lower Division";"1,427";"24.4";"40,140";"0";"0";"0";"职业";"5";"6";"6";"3,000";"200";"35.4%";"39.7%";"19,277,538"
"Santa Cruz (SE)";"Brazil";"Lower Division";"600";"0.0";"0";"0";"0";"0";"职业";"5";"5";"7";"2,000";"200";"0.0%";"0.0%";"19,366,428"
"Santa Cruz (RS)";"Brazil";"Lower Division";"2,026";"29.9";"0";"0";"0";"0";"职业";"3";"3";"3";"6,000";"500";"60.9%";"63.8%";"301,280"
"Santa Cruz (RN)";"Brazil";"Jupiler Pro League";"400";"0.0";"0";"0";"0";"0";"职业";"6";"3";"4";"3,500";"700";"0.0%";"0.0%";"2,105,689"
"Santa Cruz (RJ)";"Brazil";"Lower Division";"400";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"8,300";"200";"0.0%";"0.0%";"19,170,011"
"Santa Cruz (PB)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"2";"2";"3";"4,500";"900";"0.0%";"0.0%";"313,291"
"Santa Cruz (AL)";"Brazil";"Jupiler Pro League";"300";"0.0";"0";"0";"0";"0";"职业";"6";"7";"8";"6,000";"200";"0.0%";"0.0%";"19,303,223"
"Santa Cruz";"Brazil";"Brasileiro Série C";"3,896";"27.2";"412,430";"0";"0";"0";"职业";"12";"9";"7";"60,044";"9,812";"64.4%";"68.3%";"107,232"
"Santa Cruz";"Chile";"First Division B";"4,000";"27.0";"3,810";"0";"0";"0";"职业";"8";"7";"9";"3,500";"1,000";"6.1%";"6.2%";"5,250,442"
"Santa Clara";"Portugal";"Primeira Liga";"5,836";"24.9";"-1,228,780";"100,400";"2,924,400";"60,500";"职业";"10";"9";"8";"12,650";"2,403";"70.6%";"74.9%";"2,448"
"Santa Catarina";"Brazil";"Lower Division";"950";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"7,000";"600";"0.0%";"0.0%";"319,165"
"Sansinena";"Argentina";"Metropolitan Zone B";"4,100";"27.2";"0";"0";"0";"0";"职业";"7";"3";"5";"1,500";"200";"64.0%";"66.4%";"14,046,699"
"Sanse B";"Spain";"Pref. Madrid Gr.1";"1,550";"24.0";"0";"0";"0";"0";"职业";"3";"2";"1";"4,000";"250";"5.4%";"6.1%";"2,000,193,843"
"Sanse";"Spain";"Spanish Federation 2 Gr 5";"4,200";"28.6";"0";"0";"0";"0";"职业";"11";"10";"8";"4,000";"600";"63.5%";"68.5%";"4,200,483"
"Sanluque?o";"Spain";"Spanish Federation 1B";"4,053";"25.4";"1,352,820";"236,000";"120,990";"40,380";"职业";"9";"9";"11";"5,000";"2,300";"65.9%";"70.5%";"4,212,406"
"?anl?urfaspor";"Türkiye";"1. League";"4,281";"26.7";"-135,980";"93,480";"94,630";"30,190";"职业";"8";"7";"5";"28,965";"5,708";"66.2%";"70.0%";"130,380"
"Sandvikens IF";"Sweden";"First Division Elite";"3,837";"22.9";"160,400";"56,210";"56,210";"12,460";"职业";"7";"5";"3";"7,000";"827";"61.2%";"67.0%";"1,825"
"Sandnes Ulf";"Norway";"Second Division Group 1";"4,650";"27.0";"534,590";"0";"0";"0";"职业";"12";"11";"8";"6,046";"2,157";"5.6%";"5.9%";"109,106"
"Sandhausen";"Germany";"Regional Div. Southwest";"5,550";"26.9";"311,160";"0";"0";"0";"职业";"9";"9";"6";"15,414";"6,040";"69.2%";"72.7%";"6,000,006"
"Sandefjord";"Norway";"Premier Division";"5,300";"24.7";"1,663,460";"0";"0";"0";"职业";"11";"10";"9";"6,600";"3,868";"18.6%";"19.9%";"1,380"
"Sandecja";"Poland";"Second Division";"4,000";"26.5";"2,640";"0";"0";"0";"职业";"6";"7";"11";"8,111";"327";"10.5%";"10.8%";"714,230"
"Sanat Naft";"Iran";"Premier League";"3,900";"31.1";"1,691,070";"0";"0";"0";"职业";"8";"8";"14";"10,000";"8,538";"62.5%";"63.4%";"5,512,194"
"Sanarate";"Guatemala";"Jupiler Pro League";"2,250";"17.3";"0";"0";"0";"0";"职业";"5";"5";"10";"8,000";"250";"15.2%";"17.1%";"87,000,858"
"San Telmo";"Argentina";"Metropolitan Zone B";"4,271";"23.7";"1,775,660";"1,145,400";"1,145,400";"7,920";"职业";"7";"9";"5";"5,500";"1,863";"53.9%";"57.5%";"3,101,514"
"San Salvador";"El Salvador";"Jupiler Pro League";"2,250";"20.0";"0";"0";"0";"0";"职业";"7";"7";"15";"0";"250";"9.2%";"9.3%";"1,200,616"
"San Roque de Lepe B";"Spain";"Primera Andaluza Huelva";"1,000";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"2,000";"250";"0.0%";"0.0%";"2,000,194,482"
"San Roque de Lepe";"Spain";"Spanish Federation 2 Gr 4";"3,572";"28.8";"25,800";"0";"0";"0";"职业";"8";"8";"10";"3,512";"250";"61.4%";"65.1%";"4,212,372"
"San Ramon (CRC)";"Costa Rica";"Lower Division";"2,000";"0.0";"238,540";"0";"0";"0";"职业";"4";"4";"4";"6,000";"250";"0.0%";"0.0%";"8,825,813"
"San Pedro";"Guatemala";"Primera División";"2,800";"25.5";"0";"0";"0";"0";"职业";"6";"9";"12";"4,000";"250";"11.3%";"11.6%";"87,001,733"
"San Miguel";"Argentina";"Metropolitan Zone B";"4,338";"28.2";"44,280";"0";"0";"0";"职业";"8";"8";"5";"6,800";"1,200";"68.5%";"70.5%";"108,547"
"San Martín (Tucumán)";"Argentina";"Second Division";"5,471";"25.8";"68,020";"638,190";"638,190";"33,400";"职业";"11";"10";"8";"30,250";"18,904";"68.7%";"72.2%";"102,466"
"San Martín (SJ)";"Argentina";"Second Division";"5,457";"27.4";"-269,540";"920,660";"898,480";"30,490";"职业";"10";"4";"8";"19,000";"8,287";"69.6%";"72.0%";"108,546"
"San Martín (Mza)";"Argentina";"Federal A";"4,161";"26.8";"20,400";"0";"0";"0";"职业";"8";"7";"6";"8,782";"3,000";"65.0%";"68.0%";"108,545"
"San Martín (Formosa)";"Argentina";"Federal A";"3,830";"29.3";"44,770";"0";"0";"0";"职业";"8";"6";"5";"3,000";"1,500";"65.4%";"66.4%";"14,037,347"
"San Martín (Burzaco)";"Argentina";"Fourth Division AFA";"3,664";"28.8";"99,920";"0";"0";"0";"职业";"5";"6";"4";"3,000";"1,600";"65.3%";"66.5%";"952,721"
"San Luis";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"12";"8";"8";"0";"16,500";"0.0%";"0.0%";"136,010"
"San Luis";"Chile";"First Division B";"4,150";"0.0";"23,170";"0";"0";"0";"职业";"10";"10";"9";"7,680";"1,294";"0.0%";"0.0%";"5,250,433"
"San Lorenzo (PAR)";"Paraguay";"Intermedia";"3,500";"18.7";"149,700";"0";"0";"0";"职业";"10";"10";"11";"10,000";"900";"34.8%";"44.2%";"5,280,181"
"San Lorenzo";"Argentina";"Primera División";"6,371";"25.8";"6,994,460";"3,319,480";"3,255,730";"216,340";"职业";"18";"18";"16";"43,494";"21,916";"73.9%";"76.4%";"96"
"San Jose II";"U.S.A.";"Western Conference";"3,250";"20.4";"0";"0";"0";"0";"职业";"3";"2";"1";"18,000";"500";"26.8%";"30.2%";"2,000,152,201"
"San José FC";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"0";"2,500";"0.0%";"0.0%";"2,000,023,858"
"San Jose";"U.S.A.";"MLS";"6,161";"27.0";"30,521,400";"10,657,020";"10,657,020";"167,720";"职业";"15";"14";"11";"18,000";"18,452";"72.1%";"76.0%";"1,910"
"San Francisco (PAN)";"Panama";"Primera Division";"2,500";"0.0";"347,270";"0";"0";"0";"职业";"9";"9";"10";"8,000";"250";"0.0%";"0.0%";"308,268"
"San Fernando";"Spain";"Spanish Federation 1B";"4,200";"27.1";"0";"0";"0";"0";"职业";"10";"8";"10";"6,427";"3,666";"66.4%";"71.2%";"67,070,379"
