name,age,nationality,club,league,position,overall,potential,value,wage,height,weight,preferred_foot,pace,shooting,passing,dribbling,defending,physical
Noud Van den Berg,29,Netherlands,Real Betis,La Liga,ST,75,80,9000000,1000,186,83,Right,87,81,71,73,46,72
Jack Williams,24,England,Real Betis,La Liga,ST,66,65,8580000,1000,187,79,Right,72,64,60,80,49,58
Sem Bakker,26,Netherlands,Real Betis,La Liga,ST,65,72,8450000,1000,185,73,Right,73,77,59,77,41,57
Louis Richard,32,France,Athletic Bilbao,La Liga,GK,80,94,7200000,1000,190,89,Left,65,63,77,60,89,77
Mateo Rodríguez,31,Spain,Athletic Bilbao,La Liga,GK,67,79,6700000,1000,198,85,Right,44,48,62,55,61,64
Gabriel Bernard,27,France,Athletic Bilbao,La Liga,CB,71,78,9230000,1000,184,73,Left,77,55,79,71,69,77
Liam Mertens,30,Belgium,Athletic Bilbao,La Liga,CB,67,63,7370000,1000,185,81,Right,62,53,74,69,81,74
Miguel Oliveira,21,Portugal,Athletic Bilbao,La Liga,CB,80,79,10348000,1000,193,82,Left,82,73,78,66,95,86
Gabriele Ricci,23,Italy,Athletic Bilbao,La Liga,CB,78,84,10140000,1000,195,94,Right,77,61,81,79,80,82
Mateo Sánchez,33,Spain,Athletic Bilbao,La Liga,LB,74,71,5920000,1000,172,61,Right,71,51,69,77,70,71
Arthur Martin,27,France,Athletic Bilbao,La Liga,LB,80,79,10400000,1000,185,86,Right,87,58,82,65,94,81
Thomas Davis,24,England,Athletic Bilbao,La Liga,RB,80,94,10400000,1000,171,72,Left,86,62,75,67,86,79
Milan De Jong,27,Netherlands,Athletic Bilbao,La Liga,RB,79,86,10270000,1000,175,73,Left,79,61,86,67,83,83
Rodrigo Oliveira,24,Portugal,Athletic Bilbao,La Liga,CDM,64,79,8320000,1000,192,89,Left,63,69,75,55,68,78
Afonso Pereira,21,Portugal,Athletic Bilbao,La Liga,CDM,78,83,10393500,1000,187,84,Left,68,74,78,80,79,73
Alejandro Pérez,24,Spain,Athletic Bilbao,La Liga,CM,66,77,8580000,1000,174,74,Left,71,51,65,64,63,76
Noah López,26,Argentina,Athletic Bilbao,La Liga,CM,77,77,10010000,1000,178,68,Right,81,67,76,78,80,72
Heitor Santos,24,Brazil,Athletic Bilbao,La Liga,CM,73,69,9490000,1000,174,73,Right,73,59,73,69,78,76
Alejandro Pérez,29,Spain,Athletic Bilbao,La Liga,CAM,79,78,9480000,1000,180,79,Right,86,73,77,77,59,68
Felix Müller,33,Germany,Athletic Bilbao,La Liga,CAM,71,67,5680000,1000,180,80,Right,66,74,81,75,60,71
Alejandro Fernández,30,Spain,Athletic Bilbao,La Liga,LM,68,79,7480000,1000,175,69,Right,66,66,70,76,54,68
Lucas Fernández,34,Spain,Athletic Bilbao,La Liga,RM,68,70,4760000,1000,173,64,Right,64,66,69,67,61,53
Louis Janssens,20,Belgium,Athletic Bilbao,La Liga,LW,76,84,9484800,1000,179,73,Left,81,79,81,72,62,79
Harry Johnson,24,England,Athletic Bilbao,La Liga,RW,75,78,9750000,1000,181,80,Left,80,66,70,71,45,66
Heitor Rodrigues,28,Brazil,Athletic Bilbao,La Liga,CF,72,86,9360000,1000,179,79,Left,75,77,73,77,51,65
Hugo González,25,Spain,Athletic Bilbao,La Liga,ST,75,81,9750000,1000,189,86,Left,90,73,71,88,57,67
Lucas Rodríguez,20,Spain,Athletic Bilbao,La Liga,ST,70,71,8442000,1000,189,89,Left,67,77,79,75,49,75
Alessandro Rossi,22,Italy,Athletic Bilbao,La Liga,ST,70,78,9464000,1000,186,80,Right,76,71,74,85,43,73
Pablo Sánchez,31,Spain,Valencia,La Liga,GK,76,71,7600000,1000,190,84,Right,55,55,62,57,72,78
Lourenço Ferreira,30,Portugal,Valencia,La Liga,GK,76,83,8360000,1000,197,94,Right,59,52,66,56,71,72
Arthur Goossens,29,Belgium,Valencia,La Liga,CB,76,79,9120000,1000,187,80,Right,74,68,69,66,78,72
Levi Bakker,21,Netherlands,Valencia,La Liga,CB,64,67,8444800,1000,185,79,Left,74,46,60,66,62,59
Davi Ferreira,22,Brazil,Valencia,La Liga,CB,68,67,8795800,1000,189,84,Right,59,63,58,64,70,71
Jonas Müller,29,Germany,Valencia,La Liga,CB,63,70,7560000,1000,193,86,Right,73,57,70,54,72,65
Theo Souza,30,Brazil,Valencia,La Liga,LB,72,71,7920000,1000,184,77,Right,75,58,66,72,69,82
Elias Schneider,34,Germany,Valencia,La Liga,LB,65,66,4550000,1000,185,76,Right,64,40,64,55,65,72
Louis Janssens,23,Belgium,Valencia,La Liga,RB,62,70,8060000,1000,177,78,Right,64,40,68,51,57,60
Benicio González,22,Argentina,Valencia,La Liga,RB,60,75,8385000,1000,171,62,Left,52,43,54,65,74,55
William Davis,34,England,Valencia,La Liga,CDM,62,63,4340000,1000,185,86,Right,66,52,66,62,67,61
Leonardo Bianchi,31,Italy,Valencia,La Liga,CDM,63,58,6300000,1000,183,72,Right,62,51,74,66,57,58
Leonardo Esposito,27,Italy,Valencia,La Liga,CM,72,71,9360000,1000,181,76,Left,74,60,82,67,65,74
Mateo Martínez,22,Spain,Valencia,La Liga,CM,70,68,9009000,1000,181,69,Left,64,60,78,76,70,84
Noah Schneider,31,Germany,Valencia,La Liga,CM,69,83,6900000,1000,179,77,Left,67,69,75,67,61,64
Ben Meyer,23,Germany,Valencia,La Liga,CAM,72,81,9360000,1000,185,73,Left,80,70,71,69,62,61
Noah Meyer,26,Germany,Valencia,La Liga,CAM,75,83,9750000,1000,185,84,Right,80,69,90,77,67,73
Noud Van der Meer,29,Netherlands,Valencia,La Liga,LM,67,74,8040000,1000,172,72,Right,69,59,69,73,47,58
George Wilson,23,England,Valencia,La Liga,RM,63,59,8190000,1000,181,78,Left,67,67,62,75,56,55
Lorenzo Rossi,31,Italy,Valencia,La Liga,LW,64,62,6400000,1000,174,73,Right,59,76,67,70,35,57
Noah Goossens,29,Belgium,Valencia,La Liga,RW,65,60,7800000,1000,174,72,Left,62,62,57,60,53,68
Ben Becker,32,Germany,Valencia,La Liga,CF,64,75,5760000,1000,189,84,Right,72,77,64,73,54,54
Léo Dubois,20,France,Valencia,La Liga,ST,61,75,7832400,1000,190,81,Right,61,51,63,69,45,68
Lucas Thomas,26,France,Valencia,La Liga,ST,65,68,8450000,1000,179,78,Left,66,67,74,61,42,67
Paul Becker,27,Germany,Valencia,La Liga,ST,70,85,9100000,1000,188,86,Right,70,61,71,85,53,66
Léo Bernard,24,France,Celta Vigo,La Liga,GK,67,81,8710000,1000,195,80,Left,51,42,69,50,59,63
Arthur Mertens,26,Belgium,Celta Vigo,La Liga,GK,62,77,8060000,1000,186,79,Right,39,33,65,57,53,53
Arthur Rodrigues,21,Brazil,Celta Vigo,La Liga,CB,67,71,8884200,1000,189,81,Right,69,53,61,55,72,75
Daan Van den Berg,21,Netherlands,Celta Vigo,La Liga,CB,68,78,9282000,1000,192,78,Right,63,47,72,55,83,65
Lorenzo Ferrari,33,Italy,Celta Vigo,La Liga,CB,61,72,4880000,1000,191,86,Right,55,46,60,57,75,69
Thomas Brown,24,England,Celta Vigo,La Liga,CB,58,57,7540000,1000,192,92,Left,48,37,57,60,55,68
Pablo Martínez,23,Spain,Celta Vigo,La Liga,LB,65,65,8450000,1000,172,67,Right,66,51,57,52,65,74
Arthur Robert,33,France,Celta Vigo,La Liga,LB,70,85,5600000,1000,174,64,Right,75,46,71,64,77,78
Adam Goossens,26,Belgium,Celta Vigo,La Liga,RB,72,86,9360000,1000,180,78,Left,75,63,76,65,68,68
Leonardo Ferrari,34,Italy,Celta Vigo,La Liga,RB,59,63,4129999,1000,182,73,Right,61,36,56,56,68,56
Gabriel Pereira,31,Brazil,Celta Vigo,La Liga,CDM,70,68,7000000,1000,184,75,Right,63,67,78,66,72,75
Daniel Martínez,30,Spain,Celta Vigo,La Liga,CDM,71,72,7810000,1000,194,94,Left,69,70,67,78,65,81
Finn Meyer,30,Germany,Celta Vigo,La Liga,CM,57,71,6270000,1000,182,69,Right,60,57,58,48,53,52
Bruno López,31,Argentina,Celta Vigo,La Liga,CM,61,58,6100000,1000,174,63,Right,63,48,65,65,64,72
Mattia Ferrari,34,Italy,Celta Vigo,La Liga,CM,57,54,3989999,1000,183,79,Right,52,48,63,60,62,67
Lucas Smit,26,Netherlands,Celta Vigo,La Liga,CAM,68,63,8840000,1000,176,65,Right,67,68,73,63,52,67
Elias Meyer,22,Germany,Celta Vigo,La Liga,CAM,69,72,9104550,1000,170,72,Left,78,79,82,67,50,60
Gabriele Ferrari,30,Italy,Celta Vigo,La Liga,LM,68,69,7480000,1000,181,73,Left,63,69,74,63,57,62
Daan Van der Meer,31,Netherlands,Celta Vigo,La Liga,RM,70,78,7000000,1000,183,80,Right,78,76,75,68,55,69
Noah Gómez,28,Argentina,Celta Vigo,La Liga,LW,61,73,7930000,1000,183,81,Right,69,71,60,75,34,53
Martín García,29,Spain,Celta Vigo,La Liga,RW,69,67,8280000,1000,185,74,Right,78,75,77,65,48,72
Lorenzo Ricci,29,Italy,Celta Vigo,La Liga,CF,68,66,8160000,1000,181,82,Left,74,83,72,76,58,70
George Brown,28,England,Celta Vigo,La Liga,ST,65,68,8450000,1000,192,85,Right,73,76,62,60,48,56
James Williams,32,England,Celta Vigo,La Liga,ST,67,78,6030000,1000,191,86,Right,67,75,70,69,54,69
Gabriele Rossi,32,Italy,Celta Vigo,La Liga,ST,69,68,6210000,1000,188,86,Right,69,71,69,80,44,72
Francesco Ferrari,31,Italy,Getafe,La Liga,GK,59,74,5900000,1000,197,90,Right,39,39,50,41,51,49
Mateo Gómez,23,Argentina,Getafe,La Liga,GK,58,71,7540000,1000,197,82,Right,37,42,63,49,53,55
Mattia Esposito,29,Italy,Getafe,La Liga,CB,63,70,7560000,1000,195,88,Right,54,46,55,52,78,58
Noah Janssens,28,Belgium,Getafe,La Liga,CB,59,57,7670000,1000,185,80,Right,54,36,51,59,65,60
Bautista García,33,Argentina,Getafe,La Liga,CB,56,64,4480000,1000,184,85,Right,48,37,59,53,61,65
Ben Weber,21,Germany,Getafe,La Liga,CB,61,74,8445450,1000,193,79,Left,61,47,66,65,75,56
Jonas Schmidt,24,Germany,Getafe,La Liga,LB,56,68,7280000,1000,170,62,Left,57,34,52,41,61,55
Francesco Ferrari,25,Italy,Getafe,La Liga,LB,64,74,8320000,1000,176,65,Right,71,59,63,63,74,72
James Van Dijk,25,Netherlands,Getafe,La Liga,RB,61,62,7930000,1000,178,77,Left,69,54,60,51,62,71
Thiago Pérez,30,Argentina,Getafe,La Liga,RB,64,69,7040000,1000,173,72,Right,60,57,65,60,79,61
Miguel Silva,29,Portugal,Getafe,La Liga,CDM,64,77,7680000,1000,189,84,Right,65,61,59,57,59,69
Juan Martínez,24,Argentina,Getafe,La Liga,CDM,58,59,7540000,1000,193,89,Right,52,53,56,48,58,53
Heitor Pereira,30,Brazil,Getafe,La Liga,CM,66,68,7260000,1000,172,71,Right,62,67,67,59,73,69
Noah Claes,31,Belgium,Getafe,La Liga,CM,69,74,6900000,1000,180,73,Left,60,69,79,60,67,77
Martín Pérez,23,Spain,Getafe,La Liga,CM,66,79,8580000,1000,182,75,Right,56,60,61,76,74,61
Rodrigo Ferreira,34,Portugal,Getafe,La Liga,CAM,68,64,4760000,1000,171,68,Right,63,60,78,66,61,62
Jules Richard,27,France,Getafe,La Liga,CAM,58,70,7540000,1000,180,82,Right,54,60,62,67,53,63
Daniel Rodríguez,21,Spain,Getafe,La Liga,LM,63,59,8026200,1000,170,62,Left,68,66,65,63,45,54
Miguel Silva,25,Brazil,Getafe,La Liga,RM,57,55,7410000,1000,171,67,Left,60,57,71,64,45,47
Elias Schmidt,22,Germany,Getafe,La Liga,LW,66,65,8537100,1000,183,83,Right,64,72,72,68,54,71
Rodrigo Pereira,32,Portugal,Getafe,La Liga,RW,71,73,6390000,1000,172,67,Right,68,72,78,73,61,67
Martín Pérez,21,Spain,Getafe,La Liga,CF,62,57,7858500,1000,188,80,Right,69,58,67,60,42,58
Lucas Mertens,31,Belgium,Getafe,La Liga,ST,70,85,7000000,1000,180,70,Left,72,71,72,79,59,76
Gabriele Esposito,21,Italy,Getafe,La Liga,ST,64,72,8652800,1000,180,76,Right,79,57,58,73,37,57
Leonardo Ricci,22,Italy,Getafe,La Liga,ST,64,59,8112000,1000,185,85,Right,67,57,71,61,45,67
Alessandro Colombo,31,Italy,Osasuna,La Liga,GK,65,76,6500000,1000,195,81,Right,48,46,53,46,75,67
Felipe López,26,Argentina,Osasuna,La Liga,GK,64,64,8320000,1000,193,93,Right,52,37,50,51,57,61
Hugo García,30,Spain,Osasuna,La Liga,CB,60,62,6600000,1000,184,73,Right,57,54,62,57,67,58
Mattia Ricci,24,Italy,Osasuna,La Liga,CB,57,58,7410000,1000,188,83,Right,66,41,47,45,57,67
Louis Dubois,26,France,Osasuna,La Liga,CB,54,54,7020000,1000,185,81,Right,48,29,59,52,59,49
Jonas Schmidt,23,Germany,Osasuna,La Liga,CB,52,66,6760000,1000,188,89,Right,42,42,49,52,50,48
Harry Brown,29,England,Osasuna,La Liga,LB,68,68,8160000,1000,174,64,Left,67,53,72,68,74,71
Rodrigo Pereira,28,Portugal,Osasuna,La Liga,LB,52,58,6760000,1000,179,76,Right,61,42,45,45,63,47
Noah Fischer,31,Germany,Osasuna,La Liga,RB,56,62,5600000,1000,185,71,Left,64,44,57,47,53,57
Bautista López,31,Argentina,Osasuna,La Liga,RB,66,77,6600000,1000,175,70,Right,67,51,68,69,74,69
Louis Martin,30,France,Osasuna,La Liga,CDM,68,73,7480000,1000,192,80,Right,72,71,74,67,61,63
Miguel Rodrigues,31,Portugal,Osasuna,La Liga,CDM,56,67,5600000,1000,187,78,Right,61,50,53,55,46,65
Jack Jones,34,England,Osasuna,La Liga,CM,55,51,3849999,1000,185,80,Left,58,51,50,46,53,54
Theo Oliveira,22,Brazil,Osasuna,La Liga,CM,60,59,7761000,1000,176,76,Right,52,54,62,51,65,66
Gabriele Colombo,27,Italy,Osasuna,La Liga,CM,55,58,7150000,1000,179,75,Left,58,50,68,49,51,58
Noah Fischer,25,Germany,Osasuna,La Liga,CAM,61,58,7930000,1000,179,80,Right,61,63,69,59,45,62
Martim Pereira,28,Portugal,Osasuna,La Liga,CAM,63,71,8190000,1000,184,83,Right,72,53,75,58,56,50
Jonas Fischer,30,Germany,Osasuna,La Liga,LM,68,74,7480000,1000,174,70,Left,75,62,75,63,62,69
Afonso Santos,21,Portugal,Osasuna,La Liga,RM,60,75,8385000,1000,173,70,Right,58,59,73,70,50,46
Hugo Fernández,28,Spain,Osasuna,La Liga,LW,56,68,7280000,1000,185,75,Left,71,50,55,71,35,46
Santiago Santos,21,Portugal,Osasuna,La Liga,RW,52,51,6726200,1000,173,63,Left,53,45,57,47,38,56
Mateo Rodríguez,25,Argentina,Osasuna,La Liga,CF,64,74,8320000,1000,180,74,Right,67,73,68,78,37,67
Max Schneider,22,Germany,Osasuna,La Liga,ST,59,59,7670000,1000,186,78,Right,69,58,58,57,47,64
Theo Alves,26,Brazil,Osasuna,La Liga,ST,55,64,7150000,1000,184,83,Left,50,54,59,53,43,57
Harry Smith,30,England,Osasuna,La Liga,ST,66,62,7260000,1000,192,88,Left,75,79,70,69,36,61
Heitor Ferreira,34,Brazil,Rayo Vallecano,La Liga,GK,68,75,4760000,1000,187,78,Right,47,49,73,58,72,62
Lucas Petit,24,France,Rayo Vallecano,La Liga,GK,67,74,8710000,1000,200,90,Right,50,41,62,58,75,69
Hugo García,34,Spain,Rayo Vallecano,La Liga,CB,57,59,3989999,1000,184,73,Right,62,42,54,49,55,57
Benicio Rodríguez,21,Argentina,Rayo Vallecano,La Liga,CB,60,58,7722000,1000,183,71,Right,61,54,70,45,60,65
Pablo Sánchez,23,Spain,Rayo Vallecano,La Liga,CB,58,59,7540000,1000,187,88,Right,57,40,54,48,66,59
Hugo Rodríguez,24,Spain,Rayo Vallecano,La Liga,CB,53,52,6890000,1000,183,80,Right,61,45,45,48,53,63
Lorenzo Ricci,29,Italy,Rayo Vallecano,La Liga,LB,63,69,7560000,1000,174,63,Right,66,58,65,50,76,60
Jonas Schmidt,22,Germany,Rayo Vallecano,La Liga,LB,67,69,8797100,1000,171,68,Left,64,51,65,64,73,64
Jonas Schmidt,29,Germany,Rayo Vallecano,La Liga,RB,59,70,7080000,1000,179,78,Right,50,51,52,62,69,62
James Davis,27,England,Rayo Vallecano,La Liga,RB,60,61,7800000,1000,180,68,Left,56,52,60,46,62,70
Hugo Martínez,22,Spain,Rayo Vallecano,La Liga,CDM,65,79,9041500,1000,194,81,Right,70,54,68,56,58,61
Santiago Pereira,27,Portugal,Rayo Vallecano,La Liga,CDM,67,71,8710000,1000,195,87,Left,58,52,68,74,76,74
Charlie Smith,27,England,Rayo Vallecano,La Liga,CM,64,63,8320000,1000,183,82,Right,58,52,73,57,73,70
Heitor Ferreira,27,Brazil,Rayo Vallecano,La Liga,CM,53,55,6890000,1000,177,66,Right,43,45,61,60,61,49
Jack Smith,22,England,Rayo Vallecano,La Liga,CM,53,52,6855550,1000,184,75,Right,44,48,59,62,63,55
Raphaël Petit,28,France,Rayo Vallecano,La Liga,CAM,55,52,7150000,1000,172,67,Right,56,60,61,57,49,49
Theo Souza,29,Brazil,Rayo Vallecano,La Liga,CAM,60,65,7200000,1000,173,61,Right,68,69,70,63,42,51
Finn Weber,32,Germany,Rayo Vallecano,La Liga,LM,58,56,5220000,1000,181,71,Left,60,62,73,67,41,43
Afonso Oliveira,25,Portugal,Rayo Vallecano,La Liga,RM,64,68,8320000,1000,172,60,Right,71,69,59,71,56,63
Jack Brown,26,England,Rayo Vallecano,La Liga,LW,57,65,7410000,1000,171,67,Left,69,71,58,52,46,57
Louis Martin,25,France,Rayo Vallecano,La Liga,RW,65,73,8450000,1000,171,61,Right,72,78,64,77,49,68
Liam Maes,27,Belgium,Rayo Vallecano,La Liga,CF,66,68,8580000,1000,180,67,Right,69,58,63,78,45,66
Jules Peeters,29,Belgium,Rayo Vallecano,La Liga,ST,60,66,7200000,1000,182,76,Right,74,50,53,64,48,60
Raphaël Durand,27,France,Rayo Vallecano,La Liga,ST,52,61,6760000,1000,178,79,Left,58,57,62,64,28,55
William Jones,29,England,Rayo Vallecano,La Liga,ST,62,59,7440000,1000,185,76,Right,65,60,67,61,39,72
Ben Müller,26,Germany,Mallorca,La Liga,GK,55,70,7150000,1000,186,77,Right,44,35,41,42,46,53
Gabriel Richard,31,France,Mallorca,La Liga,GK,53,67,5300000,1000,192,88,Left,30,37,41,35,50,49
Davi Alves,22,Brazil,Mallorca,La Liga,CB,65,69,8619000,1000,185,71,Right,74,51,65,63,80,71
Rodrigo Silva,23,Portugal,Mallorca,La Liga,CB,63,59,8190000,1000,187,77,Right,53,41,72,54,68,69
Gabriele Rossi,31,Italy,Mallorca,La Liga,CB,56,63,5600000,1000,195,82,Left,53,49,62,59,71,64
Daan De Jong,30,Netherlands,Mallorca,La Liga,CB,67,78,7370000,1000,191,90,Right,65,48,75,61,69,72
Andrea Esposito,28,Italy,Mallorca,La Liga,LB,62,60,8060000,1000,177,78,Right,65,48,54,58,74,59
Gabriel Souza,28,Brazil,Mallorca,La Liga,LB,65,67,8450000,1000,174,68,Right,73,44,74,58,69,70
Arthur Santos,27,Brazil,Mallorca,La Liga,RB,65,76,8450000,1000,174,76,Right,61,45,69,50,65,63
Bruno García,32,Argentina,Mallorca,La Liga,RB,55,54,4950000,1000,171,71,Left,50,32,49,56,66,62
Noah Gómez,27,Argentina,Mallorca,La Liga,CDM,59,63,7670000,1000,184,80,Right,52,45,56,60,63,67
Dinis Oliveira,33,Portugal,Mallorca,La Liga,CDM,67,66,5360000,1000,194,84,Right,59,56,62,75,75,73
Dinis Pereira,28,Portugal,Mallorca,La Liga,CM,57,68,7410000,1000,178,68,Left,56,57,62,48,65,68
James Bakker,26,Netherlands,Mallorca,La Liga,CM,64,69,8320000,1000,175,66,Left,60,62,75,62,72,78
Arthur Ferreira,25,Brazil,Mallorca,La Liga,CM,57,55,7410000,1000,179,74,Right,61,49,57,56,55,71
Leo López,23,Spain,Mallorca,La Liga,CAM,55,56,7150000,1000,175,62,Right,51,62,67,56,35,55
George Brown,25,England,Mallorca,La Liga,CAM,65,74,8450000,1000,174,75,Right,63,58,74,73,60,58
Lucas López,32,Spain,Mallorca,La Liga,LM,55,61,4950000,1000,172,66,Right,52,55,55,66,45,48
Lourenço Pereira,21,Portugal,Mallorca,La Liga,RM,65,63,8365500,1000,180,73,Right,61,75,80,60,52,54
Jules Jacobs,30,Belgium,Mallorca,La Liga,LW,58,61,6380000,1000,185,75,Right,58,71,63,62,32,54
Leo García,26,Spain,Mallorca,La Liga,RW,54,64,7020000,1000,176,68,Left,62,66,52,68,36,64
Louis Willems,28,Belgium,Mallorca,La Liga,CF,68,68,8840000,1000,192,86,Left,72,79,73,78,58,70
Lucas Goossens,24,Belgium,Mallorca,La Liga,ST,55,57,7150000,1000,179,75,Right,64,55,52,63,28,50
Martim Santos,25,Portugal,Mallorca,La Liga,ST,64,63,8320000,1000,190,91,Right,78,67,61,59,43,62
Levi Smit,20,Netherlands,Mallorca,La Liga,ST,62,65,7551600,1000,188,84,Right,69,77,66,70,44,60
Harry Wilson,34,England,Las Palmas,La Liga,GK,55,60,3849999,1000,186,81,Right,43,32,58,40,62,51
Daniel González,32,Spain,Las Palmas,La Liga,GK,48,43,4320000,1000,197,84,Right,33,29,50,30,58,39
Levi Jansen,29,Netherlands,Las Palmas,La Liga,CB,54,54,6480000,1000,191,88,Right,51,38,49,50,59,62
Lorenzo Rossi,21,Italy,Las Palmas,La Liga,CB,48,59,6583200,1000,184,82,Right,39,28,47,42,43,50
Leonardo Bianchi,32,Italy,Las Palmas,La Liga,CB,51,58,4590000,1000,193,90,Left,49,28,43,38,62,59
James Williams,22,England,Las Palmas,La Liga,CB,60,61,7838999,1000,192,86,Right,63,51,50,54,63,69
Francesco Bianchi,31,Italy,Las Palmas,La Liga,LB,63,70,6300000,1000,179,79,Left,60,51,70,56,73,67
Levi Smit,21,Netherlands,Las Palmas,La Liga,LB,63,70,8476650,1000,181,70,Right,60,56,53,60,65,72
Gabriel Santos,31,Brazil,Las Palmas,La Liga,RB,57,62,5700000,1000,174,63,Left,64,37,53,57,70,59
Lucas Sánchez,30,Spain,Las Palmas,La Liga,RB,63,74,6930000,1000,177,65,Right,61,51,62,58,62,59
Pedro Silva,25,Brazil,Las Palmas,La Liga,CDM,54,66,7020000,1000,195,95,Right,59,49,69,51,54,63
Lourenço Santos,27,Portugal,Las Palmas,La Liga,CDM,50,57,6500000,1000,185,71,Left,43,40,51,54,43,46
Thiago Gómez,31,Argentina,Las Palmas,La Liga,CM,64,74,6400000,1000,174,74,Right,54,58,62,67,63,67
Milan Jansen,30,Netherlands,Las Palmas,La Liga,CM,53,52,5830000,1000,179,72,Right,54,54,67,51,58,62
Andrea Ferrari,23,Italy,Las Palmas,La Liga,CM,64,74,8320000,1000,170,68,Right,59,53,74,56,54,68
Lorenzo Russo,29,Italy,Las Palmas,La Liga,CAM,62,67,7440000,1000,173,61,Right,71,71,62,59,53,67
Levi Jansen,31,Netherlands,Las Palmas,La Liga,CAM,48,49,4800000,1000,178,74,Right,52,49,62,55,36,50
Levi De Vries,30,Netherlands,Las Palmas,La Liga,LM,52,50,5720000,1000,176,71,Left,55,60,50,51,44,47
Liam Goossens,24,Belgium,Las Palmas,La Liga,RM,53,48,6890000,1000,177,70,Left,52,47,53,63,33,48
Hugo González,28,Spain,Las Palmas,La Liga,LW,62,70,8060000,1000,185,81,Right,73,76,55,64,49,64
Benicio García,25,Argentina,Las Palmas,La Liga,RW,57,68,7410000,1000,180,69,Right,58,52,67,60,31,60
Noud Van der Meer,32,Netherlands,Las Palmas,La Liga,CF,56,54,5040000,1000,186,85,Right,62,51,46,62,40,57
Felipe Fernández,26,Argentina,Las Palmas,La Liga,ST,59,59,7670000,1000,192,77,Left,68,60,65,60,29,67
Jules Bernard,25,France,Las Palmas,La Liga,ST,56,67,7280000,1000,192,77,Right,59,47,66,59,46,61
Mateo López,24,Argentina,Las Palmas,La Liga,ST,49,62,6370000,1000,191,76,Right,59,58,59,58,34,44
Lourenço Silva,28,Portugal,Alaves,La Liga,GK,48,62,6240000,1000,189,80,Left,25,31,36,29,52,39
Arthur Rodrigues,26,Brazil,Alaves,La Liga,GK,48,53,6240000,1000,195,85,Right,34,18,45,41,39,40
Alessandro Bianchi,22,Italy,Alaves,La Liga,CB,53,62,7200049,1000,183,77,Right,49,44,56,43,68,48
Lucas Richard,22,France,Alaves,La Liga,CB,58,67,7879299,1000,192,79,Right,62,35,51,45,58,55
Felix Müller,33,Germany,Alaves,La Liga,CB,53,48,4240000,1000,186,83,Right,45,35,52,58,54,52
Gabriel Petit,32,France,Alaves,La Liga,CB,57,57,5130000,1000,187,77,Right,57,45,54,48,60,58
Jonas Weber,32,Germany,Alaves,La Liga,LB,62,65,5580000,1000,172,74,Right,70,48,63,67,73,71
Max Wagner,23,Germany,Alaves,La Liga,LB,54,62,7020000,1000,181,76,Left,54,45,61,47,51,55
Louis Durand,25,France,Alaves,La Liga,RB,49,47,6370000,1000,175,77,Left,53,42,49,45,62,56
Arthur Willems,32,Belgium,Alaves,La Liga,RB,51,66,4590000,1000,181,67,Left,54,41,51,46,66,49
Felix Weber,23,Germany,Alaves,La Liga,CDM,62,74,8060000,1000,185,71,Right,66,65,75,65,64,72
Mattia Romano,30,Italy,Alaves,La Liga,CDM,58,68,6380000,1000,193,90,Right,49,50,69,51,61,66
Adam Martin,23,France,Alaves,La Liga,CM,64,64,8320000,1000,179,72,Right,58,53,69,55,56,68
Felix Becker,27,Germany,Alaves,La Liga,CM,53,62,6890000,1000,170,62,Left,48,47,57,45,48,55
Gabriele Russo,32,Italy,Alaves,La Liga,CM,55,54,4950000,1000,181,67,Right,50,51,53,60,62,62
